=== ARNONA ROWS SAMPLE (First 50) ===
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: טופס 1 אקטיב | Row: סהכ חייבים בגין ארנונה ומסים אחרים | Col: שנה נוכחית | Code: 61 | Val: 1220755
בני ברק (2768) | ReportYear: 2024 | DataYear: 2023 | Sheet: טופס 1 אקטיב | Row: סהכ חייבים בגין ארנונה ומסים אחרים | Col: שנה קודמת | Code: 62 | Val: 1194880
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: ביאור 3 | Row: זכאים בגין ארנונה | Col: שנה נוכחית | Code: 205 | Val: 4747
בני ברק (2768) | ReportYear: 2024 | DataYear: 2023 | Sheet: ביאור 3 | Row: זכאים בגין ארנונה | Col: שנה קודמת | Code: 206 | Val: 5957
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: ביאור 4 | Row: תקבולים - העברות מקרן ארנונה | Col: תקציב שנה נוכחית | Code: 41217 | Val: 0
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: ביאור 4 | Row: תקבולים - העברות מקרן ארנונה | Col: ביצוע שנה נוכחית | Code: 41218 | Val: 4725
בני ברק (2768) | ReportYear: 2024 | DataYear: 2023 | Sheet: נתונים לנספח 2 לטופס 1 | Row: יתרת חוב לתחילת השנה - שנה קודמת | Col: ארנונה | Code: 673 | Val: 838752
בני ברק (2768) | ReportYear: 2024 | DataYear: 2023 | Sheet: נתונים לנספח 2 לטופס 1 | Row: סהכ חיוב שנתי ברוטו לפני הנחות - שנה קודמת | Col: ארנונה | Code: 675 | Val: 831203
בני ברק (2768) | ReportYear: 2024 | DataYear: 2023 | Sheet: נתונים לנספח 2 לטופס 1 | Row: הנחות ופטורים שניתנו - שנה קודמת | Col: ארנונה | Code: 677 | Val: 267511
בני ברק (2768) | ReportYear: 2024 | DataYear: 2023 | Sheet: נתונים לנספח 2 לטופס 1 | Row: גביה בשנת הדוח - שוטף + פיגורים - שנה קודמת | Col: ארנונה | Code: 679 | Val: 488913
בני ברק (2768) | ReportYear: 2024 | DataYear: 2023 | Sheet: נתונים לנספח 2 לטופס 1 | Row: ארנונה כללית שנה קודמת סהכ | Col: ארנונה | Code: 681 | Val: 913531
בני ברק (2768) | ReportYear: 2024 | DataYear: 2023 | Sheet: נתונים לנספח 2 לטופס 1 | Row: ארנונה כללית שנה קודמת סהכ | Col: מים | Code: 682 | Val: 115394
בני ברק (2768) | ReportYear: 2024 | DataYear: 2023 | Sheet: נתונים לנספח 2 לטופס 1 | Row: חיוב נוסף - שנה קודמת | Col: ארנונה | Code: 684 | Val: 26682
בני ברק (2768) | ReportYear: 2024 | DataYear: 2023 | Sheet: נתונים לנספח 2 לטופס 1 | Row: חיוב הצמדה - שנה קודמת | Col: ארנונה | Code: 686 | Val: 13320
בני ברק (2768) | ReportYear: 2024 | DataYear: 2023 | Sheet: נתונים לנספח 2 לטופס 1 | Row: גביה שוטפת ללא פיגורים - שנה קודמת | Col: ארנונה | Code: 688 | Val: 138906
בני ברק (2768) | ReportYear: 2024 | DataYear: 2023 | Sheet: נתונים לנספח 2 לטופס 1 | Row: גביה מפיגורים - שנה קודמת | Col: ארנונה | Code: 690 | Val: 7774
בני ברק (2768) | ReportYear: 2024 | DataYear: 2023 | Sheet: נתונים לנספח 2 לטופס 1 | Row: חיוב שנתי למגורים חיוב ראשוני - שנה קודמת | Col: ארנונה | Code: 4133 | Val: 268308
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: ארנונה למגורים | Col: יתרה לתחילת שנה | Code: 4134 | Val: 147117
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: ארנונה למגורים | Col: חיוב בשנת החשבון | Code: 4135 | Val: 283612
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: ארנונה למגורים | Col: סהכ פטורים, שחרורים והנחות | Code: 4136 | Val: 143248
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: ארנונה למגורים | Col: סהכ חיובים נטו | Code: 4137 | Val: 281838
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: ארנונה למגורים | Col: סהכ גביות בשנת הדוח | Code: 4138 | Val: 157458
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: ארנונה למגורים | Col: יתרה לסוף השנה | Code: 4139 | Val: 124380
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: ארנונה למגורים | Col: יחס גביה ב - % לכלל החיובים | Code: 4141 | Val: 0.55868264747833896
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: ארנונה אחרת | Col: יתרה לתחילת שנה | Code: 4142 | Val: 56583
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: ארנונה אחרת | Col: חיוב בשנת החשבון | Code: 4143 | Val: 563776
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: ארנונה אחרת | Col: סהכ פטורים, שחרורים והנחות | Code: 4144 | Val: 146671
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: ארנונה אחרת | Col: סהכ חיובים נטו | Code: 4145 | Val: 444588
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: ארנונה אחרת | Col: סהכ גביות בשנת הדוח | Code: 4146 | Val: 383246
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: ארנונה אחרת | Col: יתרה לסוף השנה | Code: 4147 | Val: 61342
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: ארנונה אחרת | Col: יחס גביה ב - % לכלל החיובים | Code: 4149 | Val: 0.86202506590371297
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: יתרה לתחילת שנה | Code: 4150 | Val: 709831
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: חיוב בשנת החשבון | Code: 4151 | Val: 16232
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: סהכ פטורים, שחרורים והנחות | Code: 4152 | Val: 20692
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: סהכ חיובים נטו | Code: 4153 | Val: 740114
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: סהכ גביות בשנת הדוח | Code: 4154 | Val: 0
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: יתרה לסוף השנה | Code: 4155 | Val: 740114
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: יחס גביה ב - % לכלל החיובים | Code: 4157 | Val: 0
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: סהכ ארנונה | Col: יתרה לתחילת שנה | Code: 4158 | Val: 913531
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: סהכ ארנונה | Col: חיוב בשנת החשבון | Code: 4159 | Val: 863620
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: סהכ ארנונה | Col: סהכ פטורים, שחרורים והנחות | Code: 4160 | Val: 310611
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: סהכ ארנונה | Col: סהכ חיובים נטו | Code: 4161 | Val: 1466540
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: סהכ ארנונה | Col: סהכ גביות בשנת הדוח | Code: 4162 | Val: 540704
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: סהכ ארנונה | Col: יתרה לסוף השנה | Code: 4163 | Val: 925836
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: סהכ ארנונה | Col: יחס גביה ב - % לכלל החיובים | Code: 4165 | Val: 0.36869365990699199
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: ארנונה למגורים | Col: העברה ל/מ חובות מסופקים | Code: 6560 | Val: -5643
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: ארנונה אחרת | Col: העברה ל/מ חובות מסופקים | Code: 6561 | Val: -29100
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: העברה ל/מ חובות מסופקים | Code: 6562 | Val: 34743
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 | Row: סהכ ארנונה | Col: העברה ל/מ חובות מסופקים | Code: 6563 | Val: 0
בני ברק (2768) | ReportYear: 2024 | DataYear: 2024 | Sheet: נספח 2 לטופס 1 - פירוט א | Row: ארנונה למגורים | Col: חיוב ראשוני | Code: 4222 | Val: 278676

=== ARNONA DISTINCT SHEETS AND ROWS ===
Sheet: טופס 1 אקטיב | Row: סהכ חייבים בגין ארנונה ומסים אחרים | Col: שנה נוכחית
Sheet: טופס 1 אקטיב | Row: סהכ חייבים בגין ארנונה ומסים אחרים | Col: שנה קודמת
Sheet: ביאור 3 | Row: זכאים בגין ארנונה | Col: שנה נוכחית
Sheet: ביאור 3 | Row: זכאים בגין ארנונה | Col: שנה קודמת
Sheet: ביאור 4 | Row: תקבולים - העברות מקרן ארנונה | Col: תקציב שנה נוכחית
Sheet: ביאור 4 | Row: תקבולים - העברות מקרן ארנונה | Col: ביצוע שנה נוכחית
Sheet: נתונים לנספח 2 לטופס 1 | Row: יתרת חוב לתחילת השנה - שנה קודמת | Col: ארנונה
Sheet: נתונים לנספח 2 לטופס 1 | Row: סהכ חיוב שנתי ברוטו לפני הנחות - שנה קודמת | Col: ארנונה
Sheet: נתונים לנספח 2 לטופס 1 | Row: הנחות ופטורים שניתנו - שנה קודמת | Col: ארנונה
Sheet: נתונים לנספח 2 לטופס 1 | Row: גביה בשנת הדוח - שוטף + פיגורים - שנה קודמת | Col: ארנונה
Sheet: נתונים לנספח 2 לטופס 1 | Row: ארנונה כללית שנה קודמת סהכ | Col: ארנונה
Sheet: נתונים לנספח 2 לטופס 1 | Row: ארנונה כללית שנה קודמת סהכ | Col: מים
Sheet: נתונים לנספח 2 לטופס 1 | Row: חיוב נוסף - שנה קודמת | Col: ארנונה
Sheet: נתונים לנספח 2 לטופס 1 | Row: חיוב הצמדה - שנה קודמת | Col: ארנונה
Sheet: נתונים לנספח 2 לטופס 1 | Row: גביה שוטפת ללא פיגורים - שנה קודמת | Col: ארנונה
Sheet: נתונים לנספח 2 לטופס 1 | Row: גביה מפיגורים - שנה קודמת | Col: ארנונה
Sheet: נתונים לנספח 2 לטופס 1 | Row: חיוב שנתי למגורים חיוב ראשוני - שנה קודמת | Col: ארנונה
Sheet: נספח 2 לטופס 1 | Row: ארנונה למגורים | Col: יתרה לתחילת שנה
Sheet: נספח 2 לטופס 1 | Row: ארנונה למגורים | Col: חיוב בשנת החשבון
Sheet: נספח 2 לטופס 1 | Row: ארנונה למגורים | Col: סהכ פטורים, שחרורים והנחות
Sheet: נספח 2 לטופס 1 | Row: ארנונה למגורים | Col: סהכ חיובים נטו
Sheet: נספח 2 לטופס 1 | Row: ארנונה למגורים | Col: סהכ גביות בשנת הדוח
Sheet: נספח 2 לטופס 1 | Row: ארנונה למגורים | Col: יתרה לסוף השנה
Sheet: נספח 2 לטופס 1 | Row: ארנונה למגורים | Col: יחס גביה ב - % לכלל החיובים
Sheet: נספח 2 לטופס 1 | Row: ארנונה אחרת | Col: יתרה לתחילת שנה
Sheet: נספח 2 לטופס 1 | Row: ארנונה אחרת | Col: חיוב בשנת החשבון
Sheet: נספח 2 לטופס 1 | Row: ארנונה אחרת | Col: סהכ פטורים, שחרורים והנחות
Sheet: נספח 2 לטופס 1 | Row: ארנונה אחרת | Col: סהכ חיובים נטו
Sheet: נספח 2 לטופס 1 | Row: ארנונה אחרת | Col: סהכ גביות בשנת הדוח
Sheet: נספח 2 לטופס 1 | Row: ארנונה אחרת | Col: יתרה לסוף השנה
Sheet: נספח 2 לטופס 1 | Row: ארנונה אחרת | Col: יחס גביה ב - % לכלל החיובים
Sheet: נספח 2 לטופס 1 | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: יתרה לתחילת שנה
Sheet: נספח 2 לטופס 1 | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: חיוב בשנת החשבון
Sheet: נספח 2 לטופס 1 | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: סהכ פטורים, שחרורים והנחות
Sheet: נספח 2 לטופס 1 | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: סהכ חיובים נטו
Sheet: נספח 2 לטופס 1 | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: סהכ גביות בשנת הדוח
Sheet: נספח 2 לטופס 1 | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: יתרה לסוף השנה
Sheet: נספח 2 לטופס 1 | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: יחס גביה ב - % לכלל החיובים
Sheet: נספח 2 לטופס 1 | Row: סהכ ארנונה | Col: יתרה לתחילת שנה
Sheet: נספח 2 לטופס 1 | Row: סהכ ארנונה | Col: חיוב בשנת החשבון
Sheet: נספח 2 לטופס 1 | Row: סהכ ארנונה | Col: סהכ פטורים, שחרורים והנחות
Sheet: נספח 2 לטופס 1 | Row: סהכ ארנונה | Col: סהכ חיובים נטו
Sheet: נספח 2 לטופס 1 | Row: סהכ ארנונה | Col: סהכ גביות בשנת הדוח
Sheet: נספח 2 לטופס 1 | Row: סהכ ארנונה | Col: יתרה לסוף השנה
Sheet: נספח 2 לטופס 1 | Row: סהכ ארנונה | Col: יחס גביה ב - % לכלל החיובים
Sheet: נספח 2 לטופס 1 | Row: ארנונה למגורים | Col: העברה ל/מ חובות מסופקים
Sheet: נספח 2 לטופס 1 | Row: ארנונה אחרת | Col: העברה ל/מ חובות מסופקים
Sheet: נספח 2 לטופס 1 | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: העברה ל/מ חובות מסופקים
Sheet: נספח 2 לטופס 1 | Row: סהכ ארנונה | Col: העברה ל/מ חובות מסופקים
Sheet: נספח 2 לטופס 1 - פירוט א | Row: ארנונה למגורים | Col: חיוב ראשוני
Sheet: נספח 2 לטופס 1 - פירוט א | Row: ארנונה למגורים | Col: חיובי ריבית והצמדה על השוטף
Sheet: נספח 2 לטופס 1 - פירוט א | Row: ארנונה למגורים | Col: חיובי ריבית והצמדה בגין חובות קודמים
Sheet: נספח 2 לטופס 1 - פירוט א | Row: ארנונה למגורים | Col: חיוב נוסף
Sheet: נספח 2 לטופס 1 - פירוט א | Row: ארנונה אחרת | Col: חיוב ראשוני
Sheet: נספח 2 לטופס 1 - פירוט א | Row: ארנונה אחרת | Col: חיובי ריבית והצמדה על השוטף
Sheet: נספח 2 לטופס 1 - פירוט א | Row: ארנונה אחרת | Col: חיובי ריבית והצמדה בגין חובות קודמים
Sheet: נספח 2 לטופס 1 - פירוט א | Row: ארנונה אחרת | Col: חיוב נוסף
Sheet: נספח 2 לטופס 1 - פירוט א | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: חיובי ריבית והצמדה על השוטף
Sheet: נספח 2 לטופס 1 - פירוט א | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: חיובי ריבית והצמדה בגין חובות קודמים
Sheet: נספח 2 לטופס 1 - פירוט א | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: חיוב נוסף
Sheet: נספח 2 לטופס 1 - פירוט א | Row: סהכ ארנונה | Col: חיוב ראשוני
Sheet: נספח 2 לטופס 1 - פירוט א | Row: סהכ ארנונה | Col: חיובי ריבית והצמדה על השוטף
Sheet: נספח 2 לטופס 1 - פירוט א | Row: סהכ ארנונה | Col: חיובי ריבית והצמדה בגין חובות קודמים
Sheet: נספח 2 לטופס 1 - פירוט א | Row: סהכ ארנונה | Col: חיוב נוסף
Sheet: נספח 2 לטופס 1 - פירוט א | Row: ארנונה למגורים | Col: חיוב בשנת החשבון
Sheet: נספח 2 לטופס 1 - פירוט א | Row: ארנונה אחרת | Col: חיוב בשנת החשבון
Sheet: נספח 2 לטופס 1 - פירוט א | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: חיוב בשנת החשבון
Sheet: נספח 2 לטופס 1 - פירוט א | Row: סהכ ארנונה | Col: חיוב בשנת החשבון
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: ארנונה למגורים | Col: פטורים שנה שוטפת
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: ארנונה למגורים | Col: פטורים שנה קודמת
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: ארנונה למגורים | Col: מחיקת חובות / חובות אבודים
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: ארנונה למגורים | Col: הנחות על פי דין
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: ארנונה למגורים | Col: הנחות על פי ועדה
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: ארנונה למגורים | Col: הנחות מימון
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: ארנונה למגורים | Col: סהכ פטורים, שחרורים והנחות
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: ארנונה אחרת | Col: פטורים שנה שוטפת
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: ארנונה אחרת | Col: פטורים שנה קודמת
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: ארנונה אחרת | Col: מחיקת חובות / חובות אבודים
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: ארנונה אחרת | Col: הנחות על פי דין
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: ארנונה אחרת | Col: הנחות על פי ועדה
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: ארנונה אחרת | Col: הנחות מימון
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: ארנונה אחרת | Col: סהכ פטורים, שחרורים והנחות
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: פטורים שנה קודמת
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: מחיקת חובות / חובות אבודים
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: חובות מסופקים וחובות למחיקה ארנונה | Col: סהכ פטורים, שחרורים והנחות
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: סהכ ארנונה | Col: פטורים שנה שוטפת
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: סהכ ארנונה | Col: פטורים שנה קודמת
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: סהכ ארנונה | Col: מחיקת חובות / חובות אבודים
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: סהכ ארנונה | Col: הנחות על פי דין
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: סהכ ארנונה | Col: הנחות על פי ועדה
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: סהכ ארנונה | Col: הנחות מימון
Sheet: נספח 2 לטופס 1 - פירוט ב | Row: סהכ ארנונה | Col: סהכ פטורים, שחרורים והנחות
